Neurobiologist ^np+nom++??+=Neurobiologist.
responsibility ^nn+nom+++=responsibility
to ^to+ncmp+++=to
communicate ^nn+nom+++=communicate,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
entertain ^vb++++=entertain
and ^cc+phrs+++=and
engage ^vb++++=engage.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
you ^pp2+pp2+++=you
should ^md+nec+++=should
consider ^nn+nom+++=consider
taking ^xvbg+++xvbg+=taking
acting ^vbg+++xvbg+=acting
lessons ^nns++++=lessons.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
normally ^rb+down+++=normally
I ^pp1a+pp1+++=I
respect ^nn++++=respect
your ^pp$+pp2+++=your
macho ^nn+++??+=macho
rebellious ^jj+atrb+++=rebellious
attitude ^nn++++=attitude
toward ^in++++=toward
The ^ati++++=The
Man ^nn++++=Man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
case ^nn++++=case,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
ve ^vb+++??+=ve
made ^vbd+++xvbn+=made
a ^at++++=a
foolish ^jj+atrb+++=foolish
mistake ^nn++++=mistake.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
like ^in++++=like
it ^pp3+it+++=it
or ^cc++++=or
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
you ^pp2+pp2+++=you
manage ^vb++++=manage
to ^to+vcmp+++=to
upload ^vb+++??+=upload
your ^pp$+pp2+++=your
intelligence ^nn+nom+++=intelligence
into ^in++++=into
a ^at++++=a
self ^nn++++=self-sustaining
- ^zz++++=EXTRAWORD
sustaining ^vbg+++xvbg+=EXTRAWORD
orbiting ^jj+atrb++xvbg+=orbiting
satellite ^nn++++=satellite,
, ^zz++++=EXTRAWORD
equipped ^j+++xvbn+=equipped
with ^in++++=with
high ^jj++++=high-speed
- ^zz++++=EXTRAWORD
speed ^nn++++=EXTRAWORD
Internet ^np+++??+=Internet
and ^cc++++=and
a ^at++++=a
cloaking ^jj+atrb++xvbg+=cloaking
device ^nn++++=device,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+vrb++=be
dependent ^jj+pred+++=dependent
on ^in++++=on
other ^ap++++=other
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
human ^jj+atrb+++=human
race ^nn++++=race.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
finished ^jj+++xvbn+=finished.
. ^zz++++=EXTRAWORD
All ^abn++++=All
scientists ^nns+nom+++=scientists
have ^vb+hv+vrb++=have
to ^in++++=to
fund ^nn++++=fund-raise,
- ^zz++++=EXTRAWORD
raise ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
paid ^vbd+++xvbnx+=paid
for ^in++++=for
my ^pp$+pp1+++=my
lab ^nn++++=lab?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^in++++=to
Saudi ^np+++??+=Saudi
Arabia ^np++++=Arabia
and ^cc++++=and
met ^vpsv++agls+xvbn+=met
with ^in+ppvb+++=with
a ^at++++=a
prince ^nn++++=prince
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
an ^at++++=an
interest ^nn++++=interest
in ^in++++=in
neurobiology ^nn+++??+=neurobiology.
. ^zz++++=EXTRAWORD
Technically ^rb+cnj+++=Technically,
, ^zz++++=EXTRAWORD
Faisal ^np+++??+=Faisal
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
fiance ^nn++++=fiance.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
have ^vb+hv+vrb++=have
a ^at++++=a
state ^nn++++=state-of-the-art
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
- ^zz++++=EXTRAWORD
art ^nn++++=EXTRAWORD
two ^cd++++=two-photon
- ^zz++++=EXTRAWORD
photon ^nn++++=EXTRAWORD
microscope ^nn++++=microscope
and ^cc++++=and
a ^at++++=a
place ^nn++++=place
to ^to++++=to
stay ^vbi++++=stay
in ^in++++=in
Riyadh ^np+++??+=Riyadh
for ^in++++=for
the ^ati++++=the
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
consider ^nn+nom+++=consider
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
without ^in++++=without
you ^pp2+pp2+++=you
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
case ^nn++++=case
for ^in++++=for
the ^ati++++=the
physics ^nn++++=physics
department ^nn+nom+++=department,
, ^zz++++=EXTRAWORD
the ^ati++++=the
task ^nn++++=task
will ^md+prd+++=will
fall ^vb++++=fall
to ^in++++=to
people ^nns++++=people
like ^in++++=like
Leonard ^np++++=Leonard
and ^cc++++=and
Rajesh ^np+++??+=Rajesh.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
prepare ^vb++++=prepare
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
terrified ^vprf+++xvbn+=terrified.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
your ^pp$+pp2+++=your
friends ^nns++++=friends
are ^vb+ber+vrb++=are
unconvincing ^jj+pred+++=unconvincing,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
year ^nn++++=year
s ^zz++++=s
donations ^nns+nom+++=donations
might ^md+pos+++=might
go ^vb++++=go
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
the ^ati++++=the
geology ^nn++++=geology
department ^nn+nom+++=department.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
worse ^jjr++++=worse,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
could ^md+pos+++=could
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
liberal ^jj+atrb+++=liberal
arts ^nns++++=arts.
. ^zz++++=EXTRAWORD
Millions ^cds++++=Millions
of ^in++++=of
dollars ^nns++++=dollars
being ^xvbg+++xvbg+=being
showered ^vprf+++xvbn+=showered
on ^in++++=on
poets ^nns++++=poets,
, ^zz++++=EXTRAWORD
literary ^jj+atrb+++=literary
theorists ^nns+nom+++=theorists
and ^cc++++=and
students ^nns++++=students
of ^in++++=of
gender ^nn++++=gender
studies ^nns++++=studies.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
as ^in++++=as
quickly ^rb++++=quickly
as ^ql++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
To ^in++++=To
comfort ^nn++++=comfort
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
about ^in++++=about
Leonard ^np++++=Leonard
dating ^vwbg+++xvbg+=dating
Rajesh ^np+++??+=Rajesh
s ^zz++++=s
sister ^npt++++=sister.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
high ^jj++++=high-tailed
- ^zz++++=EXTRAWORD
tailed ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
over ^in++++=over
here ^rn+pl+++=here
to ^to++++=to
pick ^vbi++++=pick
up ^rp++++=up
the ^ati++++=the
pieces ^nns++++=pieces
of ^in++++=of
your ^pp$+pp2+++=your
broken ^jj+atrb++xvbn+=broken
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
don ^npt++++=don
t ^zz++++=t
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi++vrb++=be
strong ^jj++++=strong
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
let ^vbd+++xvbn+=let
s ^zz++++=s
talk ^nn++++=talk
about ^in++++=about
Priya ^np+++??+=Priya,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
man ^nn++++=man-stealing
- ^zz++++=EXTRAWORD
stealing ^nvbg+++xvbg+=EXTRAWORD
bitch ^nn++++=bitch.
. ^zz++++=EXTRAWORD
In ^in++++=In
situations ^nns+nom+++=situations
like ^in++++=like
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
best ^jjt+atrb+++=best
girlfriends ^nns+++??+=girlfriends
are ^vb+ber+vrb++=are
often ^rb++++=often
catty ^nn+++??+=catty
about ^in++++=about
the ^ati++++=the
other ^ap++++=other
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
Rawr ^np+++??+=Rawr.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
perhaps ^rb++++=perhaps
you ^pp2+pp2+++=you
don ^npt++++=don
t ^zz++++=t
understand ^vb+vprv+++=understand
what ^wdt+who+whcl++=what
s ^zz++++=s
going ^vwbg+++xvbg+=going
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
former ^ap++++=former
boyfriend ^nn+++??+=boyfriend
has ^vbz+hvz+aux++=has
replaced ^vprf+++xvbnx+=replaced
you ^pp2+pp2+++=you
with ^in++++=with
what ^wdt+who+++=what
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
very ^ql+amp+++=very
suitable ^jj+atrb+++=suitable
mate ^nn++++=mate.
. ^zz++++=EXTRAWORD
Arguably ^rb++++=Arguably
much ^ap++++=much
more ^rbr++++=more
suitable ^jj++++=suitable
than ^in++++=than
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
granted ^j+++xvbn+=granted,
, ^zz++++=EXTRAWORD
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
secondary ^jj+atrb+++=secondary
sexual ^jj+atrb+++=sexual
characteristics ^nns++++=characteristics
are ^vb+ber+vrb++=are
reasonably ^rb++++=reasonably
bodacious ^jj+pred+++=bodacious.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Priya ^np+++??+=Priya
is ^vbz+bez+aux++=is
highly ^rb+amp+splt++=highly
educated ^vpsv++agls+xvbnx+=educated,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
s ^zz++++=s
an ^at++++=an
accomplished ^jj+++xvbn+=accomplished
professional ^jj++++=professional,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
comes ^vbz++++=comes
from ^in+ppvb+++=from
the ^ati++++=the
culture ^nn++++=culture
that ^tht+rel+subj++=that
literally ^rb++++=literally
wrote ^vbd+vprv++xvbn+=wrote
the ^ati++++=the
book ^nn++++=book
on ^in++++=on
neat ^jj+atrb+++=neat
ways ^nns++++=ways
to ^in++++=to
have ^vbi++vrb++=have
sex ^nn++++=sex.
. ^zz++++=EXTRAWORD
Whereas ^cs+sub+++=Whereas
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
a ^at++++=a
community ^nn+nom+++=community
college ^npl++++=college
dropout ^nn+++??+=dropout
who ^whp+rel+subj++=who
comes ^vbz++++=comes
from ^in+ppvb+++=from
the ^ati++++=the
culture ^nn++++=culture
that ^tht+rel+subj++=that
wrote ^vbd+vprv++xvbn+=wrote
the ^ati++++=the
book ^nn++++=book
on ^in++++=on
tipping ^nn++++=tipping
cows ^nns++++=cows.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
a ^at++++=a
portable ^jj+atrb+++=portable
electroencephalogram ^nn+++??+=electroencephalogram.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
doing ^vwbg+++xvbg+=doing
research ^nn++++=research
on ^in++++=on
emotions ^nns+nom+++=emotions
and ^cc++++=and
brain ^nn++++=brain
activity ^nn+nom+++=activity.
. ^zz++++=EXTRAWORD
So ^ql++++=So
when ^wrb+who+++=when
you ^pp2+pp2+++=you
start ^vb++++=start
crying ^nvbg+++xvbg+=crying,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
see ^vb+vprv+++=see
which ^wdt+who+whcl++=which
region ^nn++++=region
of ^in++++=of
the ^ati++++=the
brain ^nn++++=brain
is ^vbz+bez+aux++=is
activated ^vpsv++agls+xvbnx+=activated.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
m ^zz++++=m
going ^md"++pmd"++=going
to ^md+prd+++=to
stimulate ^nn+nom+++=stimulate
the ^ati++++=the
analogous ^jj+atrb+++=analogous
area ^nn++++=area
in ^in++++=in
the ^ati++++=the
brain ^nn++++=brain
of ^in++++=of
a ^at++++=a
rhesus ^nns+++??+=rhesus
monkey ^nn++++=monkey
and ^cc++++=and
see ^vb+vprv+++=see
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
cries ^nns++++=cries.
. ^zz++++=EXTRAWORD
Cool ^vb++++=Cool,
, ^zz++++=EXTRAWORD
huh ^uh++++=huh?
? ^zz++++=EXTRAWORD
Hi ^uh++++=Hi,
, ^zz++++=EXTRAWORD
bestie ^nn+++??+=bestie.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
you ^pp2+pp2+++=you
holding ^vbg+vprv++xvbg+=holding
up ^rp++++=up?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
kidding ^vbg+++xvbg+=kidding?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
s ^zz++++=s
breathtaking ^vwbg+++xvbg+=breathtaking.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
regretting ^vwbg+++xvbg+=regretting
my ^pp$+pp1+++=my
earlier ^jjr+atrb+++=earlier
cattiness ^nns+nom+++=cattiness.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
an ^at++++=an
absolute ^jj+atrb+++=absolute
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
check ^vbi+vprv+++=check
in ^rb+phrv+++=in
on ^in++++=on
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seems ^vbz+seem+++=seems
like ^in++++=like
the ^ati++++=the
appropriate ^jj+atrb+++=appropriate
thing ^nn++++=thing
to ^to++++=to
do ^vbi++++=do
when ^wrb+who+++=when
one ^cd1++++=one
s ^zz++++=s
best ^jjt+atrb+++=best
friend ^nn++++=friend
finds ^vbz+vprv+tht0++=finds
herself ^ppl+pp3+++=herself
replaced ^vpsv++by+xvbn+=replaced
by ^in++++=by
a ^at++++=a
smart ^jj+atrb+++=smart,
, ^zz++++=EXTRAWORD
beautiful ^jj+atrb+++=beautiful
woman ^nn++++=woman
with ^in++++=with
the ^ati++++=the
smouldering ^jj+atrb++xvbg+=smouldering
sexuality ^nn+nom+++=sexuality
of ^in++++=of
a ^at++++=a
crouched ^jj+++xvbn+=crouched
Bengal ^np++++=Bengal
tiger ^nn++++=tiger.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
okay ^rb+cnj+++=okay,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
okay ^rb+dspt+++=okay.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
let ^jj+atrb++xvbn+=let
s ^zz++++=s
get ^vb++++=get
these ^dt+dem+++=these
electrodes ^nns++++=electrodes
attached ^vbd+++xvbn+=attached
and ^cc+phrs+++=and
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
s ^zz++++=s
going ^vwbg+++xvbg+=going
on ^in++++=on
in ^cs+sub+++=in
that ^cs"++++=that
pretty ^rb++++=pretty
little ^ap++++=little
noggin ^nn+++??+=noggin
of ^in++++=of
yours ^pp$$++++=yours.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
up ^rp++++=up,
, ^zz++++=EXTRAWORD
bestie ^nn+++??+=bestie?
? ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
news ^nn++++=news.
. ^zz++++=EXTRAWORD
Thanks ^rb+dspt+++=Thanks
to ^in"++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
make ^vb++++=make
a ^at++++=a
rhesus ^nns+++??+=rhesus
monkey ^nn++++=monkey
cry ^nn++++=cry
like ^in++++=like
a ^at++++=a
disgraced ^jj+atrb++xvbn+=disgraced
televangelist ^nn+nom+++=televangelist.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
feeling ^nvbg+++xvbg+=feeling
better ^jjr++++=better?
? ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
guest ^nn++++=guest
who ^whp+rel+obj++=who
s ^zz++++=s
upset ^vbd+++xvbn+=upset.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
all ^abn++++=all
right ^jj++++=right?
? ^zz++++=EXTRAWORD
When ^wrb+who+++=When
last ^rb++++=last
we ^pp1a+pp1+++=we
spoke ^vbd+++xvbn+=spoke,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
going ^md"++pmd"++=going
to ^md+prd+++=to
take ^vb++++=take
a ^at++++=a
taxi ^nn++++=taxi
home ^nr++++=home
from ^in++++=from
Raj ^np+++??+=Raj
s ^zz++++=s,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
according ^in+cmpx+++=according
to ^in++++=to
Facebook ^np+++??+=Facebook,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
just ^rb+emph+++=just
checked ^vbd+++xvbn+=checked
in ^rb+phrv+++=in
at ^in++++=at
the ^ati++++=the
Cheesecake ^np++++=Cheesecake
Factory ^nn++++=Factory.
. ^zz++++=EXTRAWORD
Wise ^jj++++=Wise.
. ^zz++++=EXTRAWORD
Hi ^uh++++=Hi,
, ^zz++++=EXTRAWORD
bestie ^nn+++??+=bestie.
. ^zz++++=EXTRAWORD
Fine ^jj++++=Fine.
. ^zz++++=EXTRAWORD
From ^in++++=From
this ^dt+dem+++=this
angle ^nn++++=angle,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
see ^vb+vprv+++=see
up ^rp++++=up
your ^pp$+pp2+++=your
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
dragged ^vbd+++xvbn+=dragged
into ^in++++=into
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
re ^in++++=re
devastated ^jj+++xvbn+=devastated
that ^dt+dem+++=that
your ^pp$+pp2+++=your
ex ^np++++=ex-boyfriend
- ^zz++++=EXTRAWORD
boyfriend ^nn+++??+=EXTRAWORD
has ^vbz+hvz+aux++=has
found ^vprf+++xvbnx+=found
an ^at++++=an
exciting ^jj+atrb+++=exciting
new ^jj+atrb+++=new
lover ^nn++++=lover
with ^in++++=with
flawless ^jj++++=flawless,
, ^zz++++=EXTRAWORD
caramel ^nn+++??+=caramel-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
skin ^nn++++=skin.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
flaring ^jj+atrb+++=flaring
nostrils ^nns++++=nostrils
indicate ^nn+nom+++=indicate
otherwise ^rb+cnj+++=otherwise.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
s ^zz++++=s
time ^nn++++=time
to ^to++++=to
face ^vbi++++=face
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
Leonard ^np++++=Leonard
is ^vbz+bez+vrb++=is
the ^ati++++=the
nucleus ^nn++++=nucleus
of ^in++++=of
your ^pp$+pp2+++=your
social ^jj+atrb+++=social
group ^nn++++=group.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
he ^pp3a+pp3+++=he
goes ^vbz++++=goes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
group ^nn++++=group
goes ^vbz++++=goes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
saying ^vbg+++xvbg+=saying
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
re ^in++++=re
not ^xnot++not++=not
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
the ^ati++++=the
most ^ap+emph+++=most
fun ^nn++++=fun
person ^nn++++=person
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
t ^zz++++=t
be ^vb+be+vrb++=be
needy ^jj+pred+++=needy,
, ^zz++++=EXTRAWORD
bestie ^nn+++??+=bestie.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
probably ^rb++++=probably
part ^nn++++=part
of ^in++++=of
what ^wdt+who+++=what
chased ^vbd+++xvbn+=chased
Leonard ^np++++=Leonard
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
saying ^vbg+++xvbgx+=saying,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
group ^nn++++=group
is ^vbz+bez+vrb++=is
Leonard ^np++++=Leonard-centric.
- ^zz++++=EXTRAWORD
centric ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
a ^at++++=a
town ^nn++++=town,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
Leonardville ^np+++??+=Leonardville.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
an ^at++++=an
Islamic ^jj+atrb+++=Islamic
nation ^nn++++=nation,
, ^zz++++=EXTRAWORD
Leonardstan ^np+nom++??+=Leonardstan.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
the ^ati++++=the
birthplace ^nn++++=birthplace
of ^in++++=of
motion ^nn++++=motion
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
d ^zz++++=d
all ^abn++++=all
be ^vb+be+aux++=be
singing ^vbg+++xvbgx+=singing
Hooray ^np+++??+=Hooray
for ^in++++=for
Leonardwood ^np+++??+=Leonardwood.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
needy ^jj++++=needy.
. ^zz++++=EXTRAWORD
Yo ^np+++??+=Yo,
, ^zz++++=EXTRAWORD
P ^zz++++=P-dog.
- ^zz++++=EXTRAWORD
dog ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Parenthetical ^np+++??+=Parenthetical,
, ^zz++++=EXTRAWORD
the ^ati++++=the
term ^nn++++=term
kidnap ^nn++++=kidnap
is ^vbz+bez+aux++=is
being ^vbg+beg+aux+xvbg+=being
used ^vbd+++xvbn+=used
playfully ^rb++++=playfully.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
put ^vb+++xvbn+=put
this ^dt+dem+++=this
pillowcase ^nn+++??+=pillowcase
over ^in++++=over
your ^pp$+pp2+++=your
head ^nn++++=head.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be
much ^ap++++=much
more ^rbr++++=more
fun ^nn++++=fun,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
Leonard ^np++++=Leonard
punched ^vbd+++xvbn+=punched
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
do ^vb+do+aux++=do
understand ^vb+vprv+++=understand
that ^tht+vcmp+++=that
it ^pp3+it+++=it
will ^md+prd+++=will
distract ^vb++++=distract
you ^pp2+pp2+++=you
from ^in++++=from
obsessing ^nn++++=obsessing
over ^in++++=over
the ^ati++++=the
rich ^jj+atrb+++=rich
variety ^nn++++=variety
of ^in++++=of
sweet ^jj++++=sweet
loving ^jj+++xvbg+=loving
that ^dt+dem+++=that
your ^pp$+pp2+++=your
ex ^np++++=ex-boyfriend
- ^zz++++=EXTRAWORD
boyfriend ^nn+++??+=EXTRAWORD
is ^vbz+bez+aux++=is
currently ^rb++splt++=currently
receiving ^vbg+++xvbgx+=receiving
from ^in++++=from
the ^ati++++=the
fiery ^jj+atrb+++=fiery
jewel ^nn++++=jewel
of ^in++++=of
Mumbai ^np+++??+=Mumbai.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
d ^zz++++=d
have ^vb+hv+aux++=have
let ^vprf+++xvbnx+=let
me ^pp1o+pp1+++=me
bring ^vb++++=bring
the ^ati++++=the
chloroform ^nn++++=chloroform,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
wouldn ^nn+++??+=wouldn
t ^zz++++=t
have ^vb+hv+aux++=have
had ^md"++pmd"++=had
to ^md+nec+++=to
put ^vb+++xvbn+=put
up ^rb+phrv+++=up
with ^in+ppvb+++=with
all ^abn++++=all
this ^dt+dem+++=this
jibber ^jjr++++=jibber-jabber.
